//////////////////////
//LDU R0 X
//////////////////////
01010 000 192
01010 000 193
01010 000 194
01010 000 11000011
01010 000 11000100
01010 000 11000101
01010 000 11000110
01010 000 11000111
01010 000 11001000
01010 000 11001001
01010 000 11001010
01010 000 11001011
01010 000 11001100
01010 000 11001101
01010 000 11001110
01010 000 11001111
01010 000 11010000
01010 000 11010001
01010 000 11010010
01010 000 11010011
01010 000 11010100
01010 000 11010101
01010 000 11010110
01010 000 11010111
01010 000 11011000
01010 000 11011001
01010 000 11011010
01010 000 11011011
01010 000 11011100
01010 000 11011101
01010 000 11011110
01010 000 11011111
01010 000 11100000
01010 000 11100001
01010 000 11100010
01010 000 11100011
01010 000 11100100
01010 000 11100101
01010 000 11100110
01010 000 11100111
01010 000 11101000
01010 000 11101001
01010 000 11101010
01010 000 11101011
01010 000 11101100
01010 000 11101101
01010 000 11101110
01010 000 11101111
01010 000 11110000
01010 000 11110001
01010 000 11110010
01010 000 11110011
01010 000 11110100
01010 000 11110101
01010 000 11110110
01010 000 11110111
01010 000 11111000
01010 000 11111001
01010 000 11111010
01010 000 11111011
01010 000 11111100
01010 000 11111101
01010 000 11111110
01010 000 11111111
//////////////////////
//LDU R1 X
//////////////////////
01010 001 00000000
01010 001 00000001
01010 001 00000010
01010 001 00000011
01010 001 00000100
01010 001 00000101
01010 001 00000110
01010 001 00000111
01010 001 00001000
01010 001 9
01010 001 10
01010 001 11
01010 001 12
01010 001 13
01010 001 14
01010 001 15
01010 001 16
01010 001 17
01010 001 18
01010 001 19
01010 001 20
01010 001 21
01010 001 22
01010 001 23
01010 001 24
01010 001 25
01010 001 26
01010 001 27
01010 001 28
01010 001 29
01010 001 30
01010 001 31
01010 001 32
01010 001 33
01010 001 34
01010 001 35
01010 001 36
01010 001 37
01010 001 38
01010 001 39
01010 001 40
01010 001 41
01010 001 42
01010 001 43
01010 001 44
01010 001 45
01010 001 46
01010 001 47
01010 001 48
01010 001 49
01010 001 50
01010 001 51
01010 001 52
01010 001 53
01010 001 54
01010 001 55
01010 001 56
01010 001 57
01010 001 58
01010 001 59
01010 001 60
01010 001 61
01010 001 62
01010 001 63
01010 001 64
01010 001 65
01010 001 66
01010 001 67
01010 001 68
01010 001 69
01010 001 70
01010 001 71
01010 001 72
01010 001 73
01010 001 74
01010 001 75
01010 001 76
01010 001 77
01010 001 78
01010 001 79
01010 001 80
01010 001 81
01010 001 82
01010 001 83
01010 001 84
01010 001 85
01010 001 86
01010 001 87
01010 001 88
01010 001 89
01010 001 90
01010 001 91
01010 001 92
01010 001 93
01010 001 94
01010 001 95
01010 001 96
01010 001 97
01010 001 98
01010 001 99
01010 001 100
01010 001 101
01010 001 102
01010 001 103
01010 001 104
01010 001 105
01010 001 106
01010 001 107
01010 001 108
01010 001 109
01010 001 110
01010 001 111
01010 001 112
01010 001 113
01010 001 114
01010 001 115
01010 001 116
01010 001 117
01010 001 118
01010 001 119
01010 001 120
01010 001 121
01010 001 122
01010 001 123
01010 001 124
01010 001 125
01010 001 126
01010 001 127
01010 001 128
01010 001 129
01010 001 130
01010 001 131
01010 001 132
01010 001 133
01010 001 134
01010 001 135
01010 001 136
01010 001 137
01010 001 138
01010 001 139
01010 001 140
01010 001 141
01010 001 142
01010 001 143
01010 001 144
01010 001 145
01010 001 146
01010 001 147
01010 001 148
01010 001 149
01010 001 150
01010 001 151
01010 001 152
01010 001 153
01010 001 154
01010 001 155
01010 001 156
01010 001 157
01010 001 158
01010 001 159
01010 001 160
01010 001 161
01010 001 162
01010 001 163
01010 001 164
01010 001 165
01010 001 166
01010 001 167
01010 001 168
01010 001 169
01010 001 170
01010 001 171
01010 001 172
01010 001 173
01010 001 174
01010 001 175
01010 001 176
01010 001 177
01010 001 178
01010 001 179
01010 001 180
01010 001 181
01010 001 182
01010 001 183
01010 001 184
01010 001 185
01010 001 186
01010 001 187
01010 001 188
01010 001 189
01010 001 190
01010 001 191
01010 001 192
01010 001 193
01010 001 194
01010 001 11000011
01010 001 11000100
01010 001 11000101
01010 001 11000110
01010 001 11000111
01010 001 11001000
01010 001 11001001
01010 001 11001010
01010 001 11001011
01010 001 11001100
01010 001 11001101
01010 001 11001110
01010 001 11001111
01010 001 11010000
01010 001 11010001
01010 001 11010010
01010 001 11010011
01010 001 11010100
01010 001 11010101
01010 001 11010110
01010 001 11010111
01010 001 11011000
01010 001 11011001
01010 001 11011010
01010 001 11011011
01010 001 11011100
01010 001 11011101
01010 001 11011110
01010 001 11011111
01010 001 11100000
01010 001 11100001
01010 001 11100010
01010 001 11100011
01010 001 11100100
01010 001 11100101
01010 001 11100110
01010 001 11100111
01010 001 11101000
01010 001 11101001
01010 001 11101010
01010 001 11101011
01010 001 11101100
01010 001 11101101
01010 001 11101110
01010 001 11101111
01010 001 11110000
01010 001 11110001
01010 001 11110010
01010 001 11110011
01010 001 11110100
01010 001 11110101
01010 001 11110110
01010 001 11110111
01010 001 11111000
01010 001 11111001
01010 001 11111010
01010 001 11111011
01010 001 11111100
01010 001 11111101
01010 001 11111110
01010 001 11111111
//////////////////////
//LDU R2 X
//////////////////////
01010 010 00000000
01010 010 00000001
01010 010 00000010
01010 010 00000011
01010 010 00000100
01010 010 00000101
01010 010 00000110
01010 010 00000111
01010 010 00001000
01010 010 9
01010 010 10
01010 010 11
01010 010 12
01010 010 13
01010 010 14
01010 010 15
01010 010 16
01010 010 17
01010 010 18
01010 010 19
01010 010 20
01010 010 21
01010 010 22
01010 010 23
01010 010 24
01010 010 25
01010 010 26
01010 010 27
01010 010 28
01010 010 29
01010 010 30
01010 010 31
01010 010 32
01010 010 33
01010 010 34
01010 010 35
01010 010 36
01010 010 37
01010 010 38
01010 010 39
01010 010 40
01010 010 41
01010 010 42
01010 010 43
01010 010 44
01010 010 45
01010 010 46
01010 010 47
01010 010 48
01010 010 49
01010 010 50
01010 010 51
01010 010 52
01010 010 53
01010 010 54
01010 010 55
01010 010 56
01010 010 57
01010 010 58
01010 010 59
01010 010 60
01010 010 61
01010 010 62
01010 010 63
01010 010 64
01010 010 65
01010 010 66
01010 010 67
01010 010 68
01010 010 69
01010 010 70
01010 010 71
01010 010 72
01010 010 73
01010 010 74
01010 010 75
01010 010 76
01010 010 77
01010 010 78
01010 010 79
01010 010 80
01010 010 81
01010 010 82
01010 010 83
01010 010 84
01010 010 85
01010 010 86
01010 010 87
01010 010 88
01010 010 89
01010 010 90
01010 010 91
01010 010 92
01010 010 93
01010 010 94
01010 010 95
01010 010 96
01010 010 97
01010 010 98
01010 010 99
01010 010 100
01010 010 101
01010 010 102
01010 010 103
01010 010 104
01010 010 105
01010 010 106
01010 010 107
01010 010 108
01010 010 109
01010 010 110
01010 010 111
01010 010 112
01010 010 113
01010 010 114
01010 010 115
01010 010 116
01010 010 117
01010 010 118
01010 010 119
01010 010 120
01010 010 121
01010 010 122
01010 010 123
01010 010 124
01010 010 125
01010 010 126
01010 010 127
01010 010 128
01010 010 129
01010 010 130
01010 010 131
01010 010 132
01010 010 133
01010 010 134
01010 010 135
01010 010 136
01010 010 137
01010 010 138
01010 010 139
01010 010 140
01010 010 141
01010 010 142
01010 010 143
01010 010 144
01010 010 145
01010 010 146
01010 010 147
01010 010 148
01010 010 149
01010 010 150
01010 010 151
01010 010 152
01010 010 153
01010 010 154
01010 010 155
01010 010 156
01010 010 157
01010 010 158
01010 010 159
01010 010 160
01010 010 161
01010 010 162
01010 010 163
01010 010 164
01010 010 165
01010 010 166
01010 010 167
01010 010 168
01010 010 169
01010 010 170
01010 010 171
01010 010 172
01010 010 173
01010 010 174
01010 010 175
01010 010 176
01010 010 177
01010 010 178
01010 010 179
01010 010 180
01010 010 181
01010 010 182
01010 010 183
01010 010 184
01010 010 185
01010 010 186
01010 010 187
01010 010 188
01010 010 189
01010 010 190
01010 010 191
01010 010 192
01010 010 193
01010 010 194
01010 010 11000011
01010 010 11000100
01010 010 11000101
01010 010 11000110
01010 010 11000111
01010 010 11001000
01010 010 11001001
01010 010 11001010
01010 010 11001011
01010 010 11001100
01010 010 11001101
01010 010 11001110
01010 010 11001111
01010 010 11010000
01010 010 11010001
01010 010 11010010
01010 010 11010011
01010 010 11010100
01010 010 11010101
01010 010 11010110
01010 010 11010111
01010 010 11011000
01010 010 11011001
01010 010 11011010
01010 010 11011011
01010 010 11011100
01010 010 11011101
01010 010 11011110
01010 010 11011111
01010 010 11100000
01010 010 11100001
01010 010 11100010
01010 010 11100011
01010 010 11100100
01010 010 11100101
01010 010 11100110
01010 010 11100111
01010 010 11101000
01010 010 11101001
01010 010 11101010
01010 010 11101011
01010 010 11101100
01010 010 11101101
01010 010 11101110
01010 010 11101111
01010 010 11110000
01010 010 11110001
01010 010 11110010
01010 010 11110011
01010 010 11110100
01010 010 11110101
01010 010 11110110
01010 010 11110111
01010 010 11111000
01010 010 11111001
01010 010 11111010
01010 010 11111011
01010 010 11111100
01010 010 11111101
01010 010 11111110
01010 010 11111111
//////////////////////
//LDU R3 X
//////////////////////
01010 011 00000000
01010 011 00000001
01010 011 00000010
01010 011 00000011
01010 011 00000100
01010 011 00000101
01010 011 00000110
01010 011 00000111
01010 011 00001000
01010 011 9
01010 011 10
01010 011 11
01010 011 12
01010 011 13
01010 011 14
01010 011 15
01010 011 16
01010 011 17
01010 011 18
01010 011 19
01010 011 20
01010 011 21
01010 011 22
01010 011 23
01010 011 24
01010 011 25
01010 011 26
01010 011 27
01010 011 28
01010 011 29
01010 011 30
01010 011 31
01010 011 32
01010 011 33
01010 011 34
01010 011 35
01010 011 36
01010 011 37
01010 011 38
01010 011 39
01010 011 40
01010 011 41
01010 011 42
01010 011 43
01010 011 44
01010 011 45
01010 011 46
01010 011 47
01010 011 48
01010 011 49
01010 011 50
01010 011 51
01010 011 52
01010 011 53
01010 011 54
01010 011 55
01010 011 56
01010 011 57
01010 011 58
01010 011 59
01010 011 60
01010 011 61
01010 011 62
01010 011 63
01010 011 64
01010 011 65
01010 011 66
01010 011 67
01010 011 68
01010 011 69
01010 011 70
01010 011 71
01010 011 72
01010 011 73
01010 011 74
01010 011 75
01010 011 76
01010 011 77
01010 011 78
01010 011 79
01010 011 80
01010 011 81
01010 011 82
01010 011 83
01010 011 84
01010 011 85
01010 011 86
01010 011 87
01010 011 88
01010 011 89
01010 011 90
01010 011 91
01010 011 92
01010 011 93
01010 011 94
01010 011 95
01010 011 96
01010 011 97
01010 011 98
01010 011 99
01010 011 100
01010 011 101
01010 011 102
01010 011 103
01010 011 104
01010 011 105
01010 011 106
01010 011 107
01010 011 108
01010 011 109
01010 011 110
01010 011 111
01010 011 112
01010 011 113
01010 011 114
01010 011 115
01010 011 116
01010 011 117
01010 011 118
01010 011 119
01010 011 120
01010 011 121
01010 011 122
01010 011 123
01010 011 124
01010 011 125
01010 011 126
01010 011 127
01010 011 128
01010 011 129
01010 011 130
01010 011 131
01010 011 132
01010 011 133
01010 011 134
01010 011 135
01010 011 136
01010 011 137
01010 011 138
01010 011 139
01010 011 140
01010 011 141
01010 011 142
01010 011 143
01010 011 144
01010 011 145
01010 011 146
01010 011 147
01010 011 148
01010 011 149
01010 011 150
01010 011 151
01010 011 152
01010 011 153
01010 011 154
01010 011 155
01010 011 156
01010 011 157
01010 011 158
01010 011 159
01010 011 160
01010 011 161
01010 011 162
01010 011 163
01010 011 164
01010 011 165
01010 011 166
01010 011 167
01010 011 168
01010 011 169
01010 011 170
01010 011 171
01010 011 172
01010 011 173
01010 011 174
01010 011 175
01010 011 176
01010 011 177
01010 011 178
01010 011 179
01010 011 180
01010 011 181
01010 011 182
01010 011 183
01010 011 184
01010 011 185
01010 011 186
01010 011 187
01010 011 188
01010 011 189
01010 011 190
01010 011 191
01010 011 192
01010 011 193
01010 011 194
01010 011 11000011
01010 011 11000100
01010 011 11000101
01010 011 11000110
01010 011 11000111
01010 011 11001000
01010 011 11001001
01010 011 11001010
01010 011 11001011
01010 011 11001100
01010 011 11001101
01010 011 11001110
01010 011 11001111
01010 011 11010000
01010 011 11010001
01010 011 11010010
01010 011 11010011
01010 011 11010100
01010 011 11010101
01010 011 11010110
01010 011 11010111
01010 011 11011000
01010 011 11011001
01010 011 11011010
01010 011 11011011
01010 011 11011100
01010 011 11011101
01010 011 11011110
01010 011 11011111
01010 011 11100000
01010 011 11100001
01010 011 11100010
01010 011 11100011
01010 011 11100100
01010 011 11100101
01010 011 11100110
01010 011 11100111
01010 011 11101000
01010 011 11101001
01010 011 11101010
01010 011 11101011
01010 011 11101100
01010 011 11101101
01010 011 11101110
01010 011 11101111
01010 011 11110000
01010 011 11110001
01010 011 11110010
01010 011 11110011
01010 011 11110100
01010 011 11110101
01010 011 11110110
01010 011 11110111
01010 011 11111000
01010 011 11111001
01010 011 11111010
01010 011 11111011
01010 011 11111100
01010 011 11111101
01010 011 11111110
01010 011 11111111
//////////////////////
//LDU R4 X
//////////////////////
01010 100 00000000
01010 100 00000001
01010 100 00000010
01010 100 00000011
01010 100 00000100
01010 100 00000101
01010 100 00000110
01010 100 00000111
01010 100 00001000
01010 100 9
01010 100 10
01010 100 11
01010 100 12
01010 100 13
01010 100 14
01010 100 15
01010 100 16
01010 100 17
01010 100 18
01010 100 19
01010 100 20
01010 100 21
01010 100 22
01010 100 23
01010 100 24
01010 100 25
01010 100 26
01010 100 27
01010 100 28
01010 100 29
01010 100 30
01010 100 31
01010 100 32
01010 100 33
01010 100 34
01010 100 35
01010 100 36
01010 100 37
01010 100 38
01010 100 39
01010 100 40
01010 100 41
01010 100 42
01010 100 43
01010 100 44
01010 100 45
01010 100 46
01010 100 47
01010 100 48
01010 100 49
01010 100 50
01010 100 51
01010 100 52
01010 100 53
01010 100 54
01010 100 55
01010 100 56
01010 100 57
01010 100 58
01010 100 59
01010 100 60
01010 100 61
01010 100 62
01010 100 63
01010 100 64
01010 100 65
01010 100 66
01010 100 67
01010 100 68
01010 100 69
01010 100 70
01010 100 71
01010 100 72
01010 100 73
01010 100 74
01010 100 75
01010 100 76
01010 100 77
01010 100 78
01010 100 79
01010 100 80
01010 100 81
01010 100 82
01010 100 83
01010 100 84
01010 100 85
01010 100 86
01010 100 87
01010 100 88
01010 100 89
01010 100 90
01010 100 91
01010 100 92
01010 100 93
01010 100 94
01010 100 95
01010 100 96
01010 100 97
01010 100 98
01010 100 99
01010 100 100
01010 100 101
01010 100 102
01010 100 103
01010 100 104
01010 100 105
01010 100 106
01010 100 107
01010 100 108
01010 100 109
01010 100 110
01010 100 111
01010 100 112
01010 100 113
01010 100 114
01010 100 115
01010 100 116
01010 100 117
01010 100 118
01010 100 119
01010 100 120
01010 100 121
01010 100 122
01010 100 123
01010 100 124
01010 100 125
01010 100 126
01010 100 127
01010 100 128
01010 100 129
01010 100 130
01010 100 131
01010 100 132
01010 100 133
01010 100 134
01010 100 135
01010 100 136
01010 100 137
01010 100 138
01010 100 139
01010 100 140
01010 100 141
01010 100 142
01010 100 143
01010 100 144
01010 100 145
01010 100 146
01010 100 147
01010 100 148
01010 100 149
01010 100 150
01010 100 151
01010 100 152
01010 100 153
01010 100 154
01010 100 155
01010 100 156
01010 100 157
01010 100 158
01010 100 159
01010 100 160
01010 100 161
01010 100 162
01010 100 163
01010 100 164
01010 100 165
01010 100 166
01010 100 167
01010 100 168
01010 100 169
01010 100 170
01010 100 171
01010 100 172
01010 100 173
01010 100 174
01010 100 175
01010 100 176
01010 100 177
01010 100 178
01010 100 179
01010 100 180
01010 100 181
01010 100 182
01010 100 183
01010 100 184
01010 100 185
01010 100 186
01010 100 187
01010 100 188
01010 100 189
01010 100 190
01010 100 191
01010 100 192
01010 100 193
01010 100 194
01010 100 11000011
01010 100 11000100
01010 100 11000101
01010 100 11000110
01010 100 11000111
01010 100 11001000
01010 100 11001001
01010 100 11001010
01010 100 11001011
01010 100 11001100
01010 100 11001101
01010 100 11001110
01010 100 11001111
01010 100 11010000
01010 100 11010001
01010 100 11010010
01010 100 11010011
01010 100 11010100
01010 100 11010101
01010 100 11010110
01010 100 11010111
01010 100 11011000
01010 100 11011001
01010 100 11011010
01010 100 11011011
01010 100 11011100
01010 100 11011101
01010 100 11011110
01010 100 11011111
01010 100 11100000
01010 100 11100001
01010 100 11100010
01010 100 11100011
01010 100 11100100
01010 100 11100101
01010 100 11100110
01010 100 11100111
01010 100 11101000
01010 100 11101001
01010 100 11101010
01010 100 11101011
01010 100 11101100
01010 100 11101101
01010 100 11101110
01010 100 11101111
01010 100 11110000
01010 100 11110001
01010 100 11110010
01010 100 11110011
01010 100 11110100
01010 100 11110101
01010 100 11110110
01010 100 11110111
01010 100 11111000
01010 100 11111001
01010 100 11111010
01010 100 11111011
01010 100 11111100
01010 100 11111101
01010 100 11111110
01010 100 11111111
//////////////////////
//LDU R5 X
//////////////////////
01010 101 00000000
01010 101 00000001
01010 101 00000010
01010 101 00000011
01010 101 00000100
01010 101 00000101
01010 101 00000110
01010 101 00000111
01010 101 00001000
01010 101 9
01010 101 10
01010 101 11
01010 101 12
01010 101 13
01010 101 14
01010 101 15
01010 101 16
01010 101 17
01010 101 18
01010 101 19
01010 101 20
01010 101 21
01010 101 22
01010 101 23
01010 101 24
01010 101 25
01010 101 26
01010 101 27
01010 101 28
01010 101 29
01010 101 30
01010 101 31
01010 101 32
01010 101 33
01010 101 34
01010 101 35
01010 101 36
01010 101 37
01010 101 38
01010 101 39
01010 101 40
01010 101 41
01010 101 42
01010 101 43
01010 101 44
01010 101 45
01010 101 46
01010 101 47
01010 101 48
01010 101 49
01010 101 50
01010 101 51
01010 101 52
01010 101 53
01010 101 54
01010 101 55
01010 101 56
01010 101 57
01010 101 58
01010 101 59
01010 101 60
01010 101 61
01010 101 62
01010 101 63
01010 101 64
01010 101 65
01010 101 66
01010 101 67
01010 101 68
01010 101 69
01010 101 70
01010 101 71
01010 101 72
01010 101 73
01010 101 74
01010 101 75
01010 101 76
01010 101 77
01010 101 78
01010 101 79
01010 101 80
01010 101 81
01010 101 82
01010 101 83
01010 101 84
01010 101 85
01010 101 86
01010 101 87
01010 101 88
01010 101 89
01010 101 90
01010 101 91
01010 101 92
01010 101 93
01010 101 94
01010 101 95
01010 101 96
01010 101 97
01010 101 98
01010 101 99
01010 101 100
01010 101 101
01010 101 102
01010 101 103
01010 101 104
01010 101 105
01010 101 106
01010 101 107
01010 101 108
01010 101 109
01010 101 110
01010 101 111
01010 101 112
01010 101 113
01010 101 114
01010 101 115
01010 101 116
01010 101 117
01010 101 118
01010 101 119
01010 101 120
01010 101 121
01010 101 122
01010 101 123
01010 101 124
01010 101 125
01010 101 126
01010 101 127
01010 101 128
01010 101 129
01010 101 130
01010 101 131
01010 101 132
01010 101 133
01010 101 134
01010 101 135
01010 101 136
01010 101 137
01010 101 138
01010 101 139
01010 101 140
01010 101 141
01010 101 142
01010 101 143
01010 101 144
01010 101 145
01010 101 146
01010 101 147
01010 101 148
01010 101 149
01010 101 150
01010 101 151
01010 101 152
01010 101 153
01010 101 154
01010 101 155
01010 101 156
01010 101 157
01010 101 158
01010 101 159
01010 101 160
01010 101 161
01010 101 162
01010 101 163
01010 101 164
01010 101 165
01010 101 166
01010 101 167
01010 101 168
01010 101 169
01010 101 170
01010 101 171
01010 101 172
01010 101 173
01010 101 174
01010 101 175
01010 101 176
01010 101 177
01010 101 178
01010 101 179
01010 101 180
01010 101 181
01010 101 182
01010 101 183
01010 101 184
01010 101 185
01010 101 186
01010 101 187
01010 101 188
01010 101 189
01010 101 190
01010 101 191
01010 101 192
01010 101 193
01010 101 194
01010 101 11000011
01010 101 11000100
01010 101 11000101
01010 101 11000110
01010 101 11000111
01010 101 11001000
01010 101 11001001
01010 101 11001010
01010 101 11001011
01010 101 11001100
01010 101 11001101
01010 101 11001110
01010 101 11001111
01010 101 11010000
01010 101 11010001
01010 101 11010010
01010 101 11010011
01010 101 11010100
01010 101 11010101
01010 101 11010110
01010 101 11010111
01010 101 11011000
01010 101 11011001
01010 101 11011010
01010 101 11011011
01010 101 11011100
01010 101 11011101
01010 101 11011110
01010 101 11011111
01010 101 11100000
01010 101 11100001
01010 101 11100010
01010 101 11100011
01010 101 11100100
01010 101 11100101
01010 101 11100110
01010 101 11100111
01010 101 11101000
01010 101 11101001
01010 101 11101010
01010 101 11101011
01010 101 11101100
01010 101 11101101
01010 101 11101110
01010 101 11101111
01010 101 11110000
01010 101 11110001
01010 101 11110010
01010 101 11110011
01010 101 11110100
01010 101 11110101
01010 101 11110110
01010 101 11110111
01010 101 11111000
01010 101 11111001
01010 101 11111010
01010 101 11111011
01010 101 11111100
01010 101 11111101
01010 101 11111110
01010 101 11111111
//////////////////////
//LDU R6 X
//////////////////////
01010 110 00000000
01010 110 00000001
01010 110 00000010
01010 110 00000011
01010 110 00000100
01010 110 00000101
01010 110 00000110
01010 110 00000111
01010 110 00001000
01010 110 9
01010 110 10
01010 110 11
01010 110 12
01010 110 13
01010 110 14
01010 110 15
01010 110 16
01010 110 17
01010 110 18
01010 110 19
01010 110 20
01010 110 21
01010 110 22
01010 110 23
01010 110 24
01010 110 25
01010 110 26
01010 110 27
01010 110 28
01010 110 29
01010 110 30
01010 110 31
01010 110 32
01010 110 33
01010 110 34
01010 110 35
01010 110 36
01010 110 37
01010 110 38
01010 110 39
01010 110 40
01010 110 41
01010 110 42
01010 110 43
01010 110 44
01010 110 45
01010 110 46
01010 110 47
01010 110 48
01010 110 49
01010 110 50
01010 110 51
01010 110 52
01010 110 53
01010 110 54
01010 110 55
01010 110 56
01010 110 57
01010 110 58
01010 110 59
01010 110 60
01010 110 61
01010 110 62
01010 110 63
01010 110 64
01010 110 65
01010 110 66
01010 110 67
01010 110 68
01010 110 69
01010 110 70
01010 110 71
01010 110 72
01010 110 73
01010 110 74
01010 110 75
01010 110 76
01010 110 77
01010 110 78
01010 110 79
01010 110 80
01010 110 81
01010 110 82
01010 110 83
01010 110 84
01010 110 85
01010 110 86
01010 110 87
01010 110 88
01010 110 89
01010 110 90
01010 110 91
01010 110 92
01010 110 93
01010 110 94
01010 110 95
01010 110 96
01010 110 97
01010 110 98
01010 110 99
01010 110 100
01010 110 101
01010 110 102
01010 110 103
01010 110 104
01010 110 105
01010 110 106
01010 110 107
01010 110 108
01010 110 109
01010 110 110
01010 110 111
01010 110 112
01010 110 113
01010 110 114
01010 110 115
01010 110 116
01010 110 117
01010 110 118
01010 110 119
01010 110 120
01010 110 121
01010 110 122
01010 110 123
01010 110 124
01010 110 125
01010 110 126
01010 110 127
01010 110 128
01010 110 129
01010 110 130
01010 110 131
01010 110 132
01010 110 133
01010 110 134
01010 110 135
01010 110 136
01010 110 137
01010 110 138
01010 110 139
01010 110 140
01010 110 141
01010 110 142
01010 110 143
01010 110 144
01010 110 145
01010 110 146
01010 110 147
01010 110 148
01010 110 149
01010 110 150
01010 110 151
01010 110 152
01010 110 153
01010 110 154
01010 110 155
01010 110 156
01010 110 157
01010 110 158
01010 110 159
01010 110 160
01010 110 161
01010 110 162
01010 110 163
01010 110 164
01010 110 165
01010 110 166
01010 110 167
01010 110 168
01010 110 169
01010 110 170
01010 110 171
01010 110 172
01010 110 173
01010 110 174
01010 110 175
01010 110 176
01010 110 177
01010 110 178
01010 110 179
01010 110 180
01010 110 181
01010 110 182
01010 110 183
01010 110 184
01010 110 185
01010 110 186
01010 110 187
01010 110 188
01010 110 189
01010 110 190
01010 110 191
01010 110 192
01010 110 193
01010 110 194
01010 110 11000011
01010 110 11000100
01010 110 11000101
01010 110 11000110
01010 110 11000111
01010 110 11001000
01010 110 11001001
01010 110 11001010
01010 110 11001011
01010 110 11001100
01010 110 11001101
01010 110 11001110
01010 110 11001111
01010 110 11010000
01010 110 11010001
01010 110 11010010
01010 110 11010011
01010 110 11010100
01010 110 11010101
01010 110 11010110
01010 110 11010111
01010 110 11011000
01010 110 11011001
01010 110 11011010
01010 110 11011011
01010 110 11011100
01010 110 11011101
01010 110 11011110
01010 110 11011111
01010 110 11100000
01010 110 11100001
01010 110 11100010
01010 110 11100011
01010 110 11100100
01010 110 11100101
01010 110 11100110
01010 110 11100111
01010 110 11101000
01010 110 11101001
01010 110 11101010
01010 110 11101011
01010 110 11101100
01010 110 11101101
01010 110 11101110
01010 110 11101111
01010 110 11110000
01010 110 11110001
01010 110 11110010
01010 110 11110011
01010 110 11110100
01010 110 11110101
01010 110 11110110
01010 110 11110111
01010 110 11111000
01010 110 11111001
01010 110 11111010
01010 110 11111011
01010 110 11111100
01010 110 11111101
01010 110 11111110
01010 110 11111111
//////////////////////
//LDU R7 X
//////////////////////
01010 111 00000000
01010 111 00000001
01010 111 00000010
01010 111 00000011
01010 111 00000100
01010 111 00000101
01010 111 00000110
01010 111 00000111
01010 111 00001000
01010 111 9
01010 111 10
01010 111 11
01010 111 12
01010 111 13
01010 111 14
01010 111 15
01010 111 16
01010 111 17
01010 111 18
01010 111 19
01010 111 20
01010 111 21
01010 111 22
01010 111 23
01010 111 24
01010 111 25
01010 111 26
01010 111 27
01010 111 28
01010 111 29
01010 111 30
01010 111 31
01010 111 32
01010 111 33
01010 111 34
